text,label
"knp ya kalo ada byk org ngobrol dpn rmh, motor byk yg lewat jg, perasaan lgsg gelisah takut gt",1
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0
Harap harap cemas si sebenernya dapet THR apa engga..WKWKWKWKW,0
satu persatu keluarga (perempuannya) yg hampir seumuran mama meninggal. dan rata-rata dibawah mama. mulai cemas .....semoga selalu sehat ya ma 🥺🙏🏼,1
"Sdh sehatkah keuangan anda? Jk: Gelisah dg apa yg dipakai orang, Cash Flow = 0/-, Saving&lt;10%. 3 dr sekian rasio pertnda keuangan blm sehat.",0
"""Jangan bilang ga bisa kalo belom coba. Usaha sm doa lebih kenceng lagi..itu baru namanya berjuang! Jangan cemas sama yang belum terjadi percaya aja sama diri sendiri. Bapak bilang gini karena bapak cuma pengen kamu lulus tahun ini""..Meleyot pen nangis dibilang kek gini tadi 😖👍🏻",0
"Kalo cowoknya sakit, sebenarnya cewek itu juga ngerasa sakit secara ga langsung. Perasaan nya pasti gak tenang dan gelisah. :')",0
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",0
enaknya tidur tanpa cemas bakal dichat,0
"Padahal keadaan dan keinginan yang tidak bisa bertemu, lantas kenapa hati menjadi gelisah?",1
Ya allah gelisah. Kurang kah aku mendekat kepadamu? Terlalu jauhkah aku berpaling darimu?,0
gelisah oh gelisah.,1
Kyknya aku akan meninggalkan whatsapp alias gamau sering2 buka krn gatau kek cemas ae tiap buka,1
duh gelisah bgt hati nungguin paket dateng,0
"Hari-hari penuh gelisah, dengan pemasukan yang belum tau arah..Semoga selalu dapat apa yg kita butuhkan dan diberi kelibihan untuk sebuah keinginan...5 - 5 - 21",1
Karena mendapat keadaan tenang itu lebih baik daripada mendapat pujian tapi gelisah,0
bila kau menangis. .hatiku pun bersedih bila kau senang. .hatiku pun berbunga bila kau gelisah. .hatiku pun bergejolak ini semua karena. . . kita SEHATI,0
moots kalian ada hiperhidrosis (keringat berlebihan) ga?? ..aku ada di tangan sm di kaki basah mulu apalg klo lgi cemas beuh banjir ini tanganku:(,0
"Gue udah ga mikirin paket gue nyangkut di mana padahal tidur tadi gelisah banget mikirin paket gue nyangkut di mana, pas bangun buka twt hilang sudah aduh Hoseok bener-bener sumpah ya gue masih deg²an Astaga 😭",0
3G..gundah gelana gelisah,1
tiap menjelang malem gini selalu cemas bakal ada drama apa tar malem anak bayiku ini 🥺 kalo gak ada suami pasti gila beneran dah ni 🥺,1
idk la mata harini why depan mata pon tak nampak lepastu cemas apoooooo 🥲,0
"Yang main crypto baru, naik dikit udah cuap2 sana sini, merah dikit gelisah...Gue yang hold BTC dari 2012 apa kabar.",0
yeah pak at this point it's nothing to me tidur bangun rasanya sama aja cemas takut menghantui pien,0
"Aku terfikir aku depres ni pun pasal kuasa tuhan, ye la aku irl mesti akan dpt ap yg aku nk n if tk dpt aku akn usaha smpi dpt. Bila aku break dgn ex aku dlu + semua dh ad masa tu aku terasa sgt dgn tuhan. Aku tk tahu dia nk tnjk apa, aku jd takut nk becinta..",0
Gelisah bgt kira2 mau ada apa ya,1
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",0
Ngerasa cemas tanpa sebab,1
"Jika hatimu sedih dan tak ada yang mendengarkan gelisah gundamu, cukup datang aja pada Allah, dia pasti ngerti apa yang ada di hatimu ...",0
Rasa gelisah pulak xde video lagi harini....,0
Sejak kebelakangan ni asyik rasa resah dan gelisah je. Haihh,1
"-rek ndk kene onk sing trauma kerjo ndk pabrik a?.Aku ben melbu pabrik mesti resign, soale mesti keweden, gelisah, mboh lapo ko mesti ngene bingung aku kdu yopo🥺 kyk ngene grgr bien tau kerjo ng pabrik 2thn dan iku oleh pengalaman ga wenak🥺",0
"presentasi &amp; monthly report aman terkendali, saatnya menghitung mundur waktu gajian dan thr cair, ya meskipun harap-harap cemas mikirin potongan gaji dari izin, telat, dll.",0
sumpah guru gw penuh kejutan banget bikin cemas,1
Panik sama cemas doang gak bakal bisa menyelesaikan apa yang udah kita mulai.,0
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",0
"Tak usah gelisah bila dibenci manusia karena masih banyak yang menyayangimu di dunia.Tapi gelisahlah bila dibenci Allah, karena tak akan ada yang menyayangimu di akhirat kelak",0
Cemas nih cemas,1
"Yohanes 14:1..""Janganlah gelisah hatimu; percayalah kepada Allah, percayalah juga kepada-Ku.",0
"-rek kenapa yo pas aku panik utowo cemas, aku auto mual, pusing dan keliyengan? Iku lapo yo?",0
"Ladies, yang jempolnya udah pada gelisah mau checkout-checkout belanjaan mana nih suaranya?..Coba coba cerita udah berapa yang dicheckout hari ini?🤗",0
"Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati",0
i have a light heart now. sekarang dah boleh teruskan kehidupan. 😃 dah tiada resah gelisah. thanks to my chingu very much for the encouragement. wah memang lega gila bila tidak simpan perasaan.,0
"Sial,hujan turun dengan deras diiringi gelisah yang melanda",1
Emosional ketika PMS dilatarbelakangi oleh insekuritas yg juga meningkat akibat hormon-hormon ini. Entah kenapa jd akan merasa cemas ke banyak hal tanpa alasan kalopun ada alasannya keknya lebay aja ampe segitunya 🙃🙃🙃,1
"Jika kamu resah &amp; gelisah adukan saja kepada RABB""mu dan bacalah Al-Qur'an agar hati jadi sejuk dan kurangi menyinyir terhadap orang lain #bowochallenge #iwartabowochallenge",0
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0
"dia ngilang, kamu gelisah.kamu ngilang, dia alhamdulillah",0
"Tidak usah terlalu cemas,.Ceritamu ditulis oleh penulis skenario terbaik",0
"Jyotisha melihat graha sbg dewata atau salah satu spektrum energi Semesta. Shani (Saturnus) misalnya sering dikaitkan dgn blokade, hambatan, penundaan yg kerap membuat depresi, cemas. Namun pada saat yg sama, Shani juga menguasai sistem pembuangan, termasuk dlm tubuh.",0
"Sebagian besar anak muda yang akan super sukses di masa depan tidak menyadarinya, itu sebabnya mereka gelisah",0
Sumpah gw gelisah bgt gaboong demi knp sih,1
Ngebayangin Elon yg mgkn lg cemas krn endorse annya di Doge malah nyedot SoV btc nya di Tesla 😅,0
"Sumpa gw tb"" gelisah knp ya",1
-dips! Ada yang lagi ga sibuk? Ada mau dengerin aku curhat ga? Gatau kenapa cemas banget :),1
"Namanya juga sayang. Ada rasa; Takut, khawatir, cemburu, gelisah, kangen. Ya wajarin aja, intinya aku sayang kamu.",0
"Ga kebayang sih gw kalo nyanyi bisa kek IU, nyanyi terus gw keknya..... Sedih senang gundah galau gelisah ttp nyanyi",0
"I'm an early bird yang datang maksimal 15 menit sebelum waktu janjian. Ketika disuruh tungguin temen dulu gini dan akhirnya temennya lama, terus ikutan telat, haduh rasanyaa gelisah banget. 😌",0
"Tak seharusnya cemas perihal takdir, sebab selembar daun pun ALLAH sudah atur akan jatuh kapan dan dimana.",0
Kebiasaan suka cemas gajelas,1
"Saya hanya butuh saya yakin terhadap suatu hal yang membuat saya cemas. Dan selain kamu, saya tidak tahu harus ke siapa lagi. Mungkin tidak ada.",0
Gelisah berlebih sih,1
Gelisah menunggu kekasih datang menjemput.Tapi tidak gelisah menunggu malaikat maut yang akan menjemput,0
ngobatin tryphobia gmn si...?? udh cape banget cemas mlu kebayang2 bolong2 nya T-T,0
ricky tewas? tidak mungkin itu.. ini pasti akal akalan ricky biar elsa ketakutan dan gelisah.. .--.ricky semakin di depan.. mampus kau elsa dihantui rasa bersalah untuk kedua kalinya.. siapa lg yg mau dia jadiin kambing hitam sekarang🙆.#ikatancinta,0
"Tidak usah terlalu cemas, ceritamu ditulis oleh penulis skenario terbaik",0
"g galau, cemas aja",1
"sering terjadi setelah post konten di ig:.1. nungguin di-like.2. cemas kalo engagement nya ""biasa aja"".3. kalo belum di-like, balik lagi ke nomer 1.dan berputar trs di situ :""((( alamak knp niat gue ke sana ya hhhh astagfirullah....",0
Pls bapak ibu yg jawab jangan bikin aku nangis ya aku udah bertaruh cemas ini buat ngechat kalian 😭😭😭 aku mau lulussss,0
"temen kelasku hari ini sidang pendadaran😭😭 aku blom selesai ngerjain nya, rasanya jd aga takut, cemas, gelisah😭",0
Ini bagian atas kagak angkat angkat telpon gw yang gelisah njir,0
Sebagian jomblo mulai gelisah mikir bakal nikung gebetan siapa untuk diajak malming nanti..,0
"Waktu tidak terasa, tak sanggup tuk hari itu datang, gelisah, cemas, sedih, takut, kecewa, dan marah. Namun bagaimana pun itu tetap harus kuhadapi. Semoga diwaktu itu diberi kekuatan dan kesabaran. Aamiin 🤲",0
Aku yg seneng punya free time bebas tapi juga cemas kalo jadwal ditunda karena gatau mau ngapain. takut si aneh2 itu dateng👍🏻🙏,0
"Halo cemas dan takut bersahabatlah, jadi teman baik intinya cukup jangan ganggu",0
"Emang klu uda terngiang ngiang utang, apapun itu bentuknya ya rasanya suka bikin kepikiran, cemas terus. Diusahakan sblm mati semoga lunas segala perhutangan ini. Semoga dijauhkan dri segala bentuk hutang segera.",0
"itu kalau lagi cemas/khawatir, parnonya berlebihan loh. ^^",0
"lupakan sedih, cemas dan rasa takutmu..mari lanjut menamatkan bnha s4",0
"Skripsi tidak berbahaya. Tapi gelisah berlanjutan karena skripsi belum selesai, bisa berbahaya bagi jantung.",0
Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadilah diri sendiri.,0
"Aku saspek orang semua cemas bila aku ada di sekeliling. Bila aku ada jer, mulalah cemas buat kerja lah, tanya soalanlah, jawab phone lah... Aku muka cam boss2 ke? Boss2 pun kaver2 depan aku, acaner?",0
masih pagi tp ratenya udh 4/10. hm comment: stop cemas. so what gt lo kalo tiba2 presentasi? so what gt kalo km harus ngebut bikin poster sejam? kerjain aj,0
"habis baca2 pengalaman orang yang menderita gerd, ternyata yang dirasain sama kayak gue hueee.emang yang paling ditakutin tuh rasa cemas kalo gerd nya kambuh, karna kalo kambuh pikiran jadi kmn2 jadi stress :(",0
"Sesaat setelah menyelesaikan pekerjaanmu, kamu akan cape, tapi hatimu lega, jiwamu tenang. ..Kamu yang menunda pekerjaan, memupuk rasa malas, akan selalu cape, gelisah dan jiwamu sembraut. #motivasi #ceritaarmaini",0
tapi hatinya mah tetep gelisah walau mulut ngomong,0
Pas pertama kali ada parian baru pirus kopid ini ngerasa cemas lagi krn takut terinfeksi. Sekarang sudah ada bbrp parian pirus jd bertanya2 ada yg rasa vanila blue g?,0
"Ketika hati sedang resah, gelisah dan dipenuhi dengan keputusasaan, ingatlah bahwa hanya kepada Tuhan kita mengadu.",0
"Jika kamu mampu bersyukur atas apa yang telah Tuhan berikan untukmu, kamu tak akan cemas memikirkan apa yang bukan milikmu. #PalembangHebohQuotes",0
Belajar luar negeri.Duit tak pernah cemas.Setelah ditabalkan.Jodoh dengan puteri,0
"Gini nih terlalu perfeksionis, pembagian kerja gak sama dikiiittt aja, langsung gelisah.",0
Gak ada yang se cemas ini tau ga.,0
aku gelisah tetapi di dalam Engkau ada Damai,1
Memasuki tanggal tanggal cemas bisa ikut sholat ied apa ga,0
cemas berlebihan udh kek acara mingguan aj si gue,1
anjir aku dp bukber transfer ke orangnya kok cemas ya takut ketipu padahal jelas jelas itu nomor aslinya soalnya temenku dulu booking juga di nomor itu tp dia langsung kesana bayarnya😭,0
perasaan sensitif bikin hati gelisah.,1
Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadilah diri sendiri.,0
"semoga dosenku diberi kebahagiaan dan hati yang lapang, biar gak lupa sama anak2 bimbingannya yg menunggu dengan harap2 cemas :)",0
cemas nya gue tuh kek dampak buruk gitu bikin kepala sakit suka ketakutan:(,1
hey please boleh minta kata kata positif or semangat? akhir akhir ini aku suka cemas sampe buat aku kepikiran mulu😔 aku mau tidur biar ga kepikiran nanti buka tl biar jadi makin lupa🥺,1
"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati""",0
"Rasa gelisah, takut, terbebani memang harus di hadapi tiap saat. .gk bisa ngerasa lepas dari beban, sampai nanti, sampai nafas terakhir..Itulah kehidupan :)",0
"Belakangan ini setiap bangun pagi rasanya gelisah, deg degan kayak gaksiap ngejalanin hari☹",0
resah gelisah menghantui diri,1
"Media memberitakan tentang ganas nya covid-19 SEMUA ORG PANIK,KETAKUTAN,GELISAH..Tapii Al-Qur’an memberitahukan ttg Dahsyat nya siksa kubur,Kejam nya siksa Neraka Tapi org Tenang saja, santai..Astagfirullah..Ampuni Kami Yaa Alloh🤲🤲",0
Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadi diri sendiri.,0
Kita terlalu sering cemas pada hal yg sudah dijamin Allah. Padahal setiap urusan sudah barang tentu tidak akan diberikan melebihi kesanggupan kita. Kita pasti dapat menyelesaikannya dengan segenap kemampuan yang kita bisa. Allah is always be there..,0
aneh gak sih klo tetiba masuk ke tahap gk bsa komunikasi sama org lain..rasa males + cemas gtu jdi satu 🥲,1
bila kau menangis .. hatiku pun bersedih .. bila kau senang .. hatiku.pun berbunga bila kau gelisah .. hatiku pun bergejolak ini semua karena .. kita SEHATI ..,0
aku cemas dengan eliminasi pertama :(..semoga toma selalu berada di posisi paling aman.,0
"awal"" gemas lama"" cemas",0
"*inner* ""Lagipula... aku tak mau membuat Ran cemas."" -Conan Edogawa #v1",0
