id,author_id,like_count,quote_count,reply_count,retweet_count,text
1391582738851893249,1386446000068259840,0,0,0,0,"Setiap Allah mendatangkan kesulitan kepada seorang hamba, maka bersamanya ada dua kemudahan (HR. Tirmidzi)   #BerjuangTegakkanSyariah  .☝️☝️. #GjUzA"
1391582738843541508,1233005971661709312,0,0,4,0,new moots gamau kenalan sama ak apa?
1391582738822492162,544207097,0,0,0,0,Pola tidur sangat kacauuuuuu
1391582738751262721,1238330351082024960,0,0,3,0,Yang jual Netflix muncul lah
1391582738403135488,1016290795823849473,0,0,0,0,berani ga ya lamar kerja diluar kota? :(
1391582738021457926,304224528,0,0,0,0,Nyesel ga beli hampers jjk masih ada ga ya
1391582737685831682,1371420660430348296,0,0,0,0,"waw syekali. aku baru menyadari dan baru tau ada bruntusan di muka ku :"")"
1391582736943570947,1163914301519929344,1,0,1,0,Galaxy opal giannis makes me cum
1391582736704442371,1351212883825319937,0,0,0,0,the harmonization HSUHSI 😭❤️
1391582736507301889,99439735,0,0,0,0,Pagi ini berasa kaya angin lebaran banget hawanya
1391582735953657856,814339032759103489,0,0,0,0,"disini yg pada suka bikin fmv, pake apps apa deh?? gue nemu lagu bagus trs kepikiran pengen bikin fmv sebong wkwkw"
1391582735655833603,349896294,0,0,0,0,km gk kgn aku?
1391582735282499588,139991963,0,0,0,0,"4 tahun belajar engineering, kerja gaji macam operator, babi betul"
1391582734993170439,1324704505603055617,0,0,0,0,"Mutualan Skuy. All Fandom, Sabi lah!! Bantu Rt/like yah"
1391582734384988162,1391381656787775488,0,0,0,0,Benci nggak sih.Tapi kenapa saya dendam sih
1391582733684535297,1274617891007193088,0,0,4,0,siapa yang udah libur nich?
1391582733290270726,1244837883082461184,0,0,0,0,Vertigo kambuh😌
1391582732707237890,1297087732452270080,0,0,0,0,"Mau rant dikit..Tau sih kalo temen kamu 'musuhan' sama temen kamu yg lain itu bukan hal aneh, ini juga bukan kali pertama ngalamin kaya gini sih... tapi tetep aja nyesek, karena keduanya penting buat aku..."
1391582732531105792,1403578339,0,0,0,0,"Ada WA dari nomor yg ga dikenal dan dia tida memperkenalkan diri, ya maaf ga akan gue balas."
1391582732422090753,1333147328585281536,0,0,0,0,Seyahat ya Rasulullah
1391582730899451906,1207804871308541952,0,0,0,0,"cek pin moots, thx u yaa!!"
1391582730823946243,1014825648613781504,0,0,0,0,Ga bisa ntn vivo deh jem 4 lg otw plg 🙃
1391582730819866627,1247056756070592512,0,0,0,0,como q se murio jyp q dicenn
1391582730748530690,1391556293945557001,2,0,1,3,army/blink ayo mutualan fandom lain juga ayooo gasss !!!.help rt/like makasiii
1391582730652028934,1297124379357134849,0,0,2,0,"Gimana ini rambut gua ga akan panjang2, orang tiap nyentuh pundak langsung potong lagiii 😭😭..mullet gua kmrn ilang kan di video, itu abis dipotong lagi. Gatel tangan inii nyentuh gunting mulu. AAAAAAAA."
1391582730639396864,606973043,0,0,1,0,Mimpiin lagi hehehe senengnya❤️
1391582730110992385,3230505127,0,0,1,0,"Ada apa ini, baru buka twt kok pada bilang sebong mau cb????"
1391582730048049154,1263257685153087488,0,0,0,0,Tuhan gak lagi ngasih km ujian..Kamunya saja yang bikin ulah(:
1391582729762861059,1252246188247531520,0,0,0,0,"lee jaewook alias mas jeki selamat ulang tahun!! ditunggu next projectnya yaa, awet awet di agensi baruu &lt;33 #happyjaewookday"
1391582729683177477,1381777348576432130,0,0,3,0,Km pernah gak
1391582729238507521,210372316,0,0,0,0,Aku tak paham dengan orang yang taksub betul dengan bangsa sendiri. Seolah olah bangsa dia bangsa terpaling terpilih.
1391582729179865089,807773766981816320,0,0,0,0,Td someone comment nk tgk jantan2 terpaling isle tgk komen kt post lizzy 😏
1391582728902959108,1294387707855151104,0,0,0,0,DIOS SKSKKWKWOW JK T AMO
1391582728718458881,1167418191150141445,0,0,0,0,Bagi orang yang paham dengan arti kesabaran.Menunggu adalah bukti dari perjuangan🌹
1391582728307499009,1142803915873894400,0,0,1,0,Duda = viih tube 🚿👎
1391582728005373957,428281603,0,0,0,0,"Waktu PH perintah, DongZong dan HINDRAF lantang melawan tulisan Jawi, bila PN naik, diam membisu tak menentang Kerajaan Melayu Islam, hahaha nampak tak dua organisasi tu side mana? 🤪🤣"
1391582727816630274,1079438046427136001,0,0,0,0,"akutu gasibuk tau, cuma manfaatin waktu sebaik mungkin dikala jam tidur yg ancur. Soalnya kemaren kebanyakan nongkrong hahahihi, terus lupa kalo aku gapunya jaminan hari tua dan perut yang harus di isi tiap hari. Nanti kalo udah waktunya, kita nongkrong lagi ya"
1391582727577628672,1121995518635196416,0,0,0,5,"Nyari mutualan sesama nctzen, yg mau hype nct dream bareng nanti sore, kuy dah. Bantu rt/like ya, thanks."
1391582727275651072,1094702444091604992,0,0,0,0,PAGI PAGI LAGI DAH BUAT SPACE AMENDE
1391582727216844804,1340975347534188545,0,0,0,0,"dh kek kambing congek , 3 jam nunggu gx ada yg dateng syalan"
1391582727095291906,767979336473255936,0,0,0,0,"Beli dress lekbong , jrg bgt pake feminim sekali nya pake serem bahu gue gede. Perut bokong ga masalah sih, lebih maluin bahu nya lebar d banding perut🤣"
1391582726872920070,1332707162259243008,0,0,1,0,"Astagfirullah, kosan ku berantakan sekaliii :("
1391582726621470723,1385939697541734413,0,0,0,0,semen
1391582726277386245,1229479831177285632,0,0,0,0,Ku kira aku adalah orang yg kamu cari tapi ternyata aku hanya opsi
1391582725841166337,1364956716740333574,0,0,0,0,Hadeh keabsen. Dahlah diem dulu hari ini😔
1391582725799219200,1374738785624150019,0,0,0,0,napa serem gitu
1391582725069447172,2955597672,0,0,0,0,Boleh tak aku nak terus cuti sminggu 😪
1391582725014839297,2516817894,0,0,0,0,SEBASTIANN
1391582724654178306,1242636693842194433,0,0,0,0,baru bangun denger NCT DREAM 1.71 MILLION SELLER langsung melek huhu kirain masih mimpi😭
1391582724612268033,1360740752976879616,1,0,0,0,aku main rp ajadeh biar dpt pcr online 👯‍♀️
1391582724507410433,289275958,0,0,0,0,Tidak lama lagi akan penuh kejutan
1391582724482158593,1247071278583779329,0,0,15,0,pagi sayang
1391582724331216896,1098741286989787136,0,0,0,0,Bodo H-3 sek ono uts sek ono makull njirrr 😤
1391582724192759808,239065328,0,0,0,0,Tak habis merumit lagi ka rakyat sekaliannn
1391582724083707906,1014835541970317312,0,0,0,0,"Astaghfirullah, nyambat mulu hidup aku"
1391582724037615616,1240595010703069185,1,0,0,0,"Kukira nyata, ternyata hanyalah sebuah mimpi."
1391582724004012035,1224005446043758593,0,0,0,0,Laaah baru sadar ternyata diriku sendiri dirumah😂😂
1391582723387510785,1253545908286832641,0,0,0,0,Capek. Segitu dulu deh dropnya. Maaf riki..
1391582723270057991,1240510156745494528,1,0,4,0,/amn drop jasa c-o ktown andalan kalian dong
1391582722720636930,1185490430277799936,0,0,0,0,"kalo lu gabisa ngatur ucapan orang buat ga nyakitin hati, setidaknya lu harus bisa ngatur telinga lu buat gadengerin ucapannya yg kek tai. hehe"
1391582722515038208,843712903651848193,0,0,0,0,"yg blum difb, bisa rep yaa"
1391582722502574080,847015385870168065,0,0,0,0,Berhenti berusaha tuk jadi yg sempurna. Temukan dia yg tahu semua kelemahanmu tapi tetap ingin menjadi bagian hidupmu.
1391582722108362756,1344037986669895680,4,1,1,0,LIN COMO TW AMP ERED LO MEJOT DWL MUNDOOOOOOO AAAAAAAAAAAAAAAAAAAA
1391582721881755650,1364270123507277827,0,0,0,0,Jika kamu bertanya dari mana datangnya luka?.Dari dia yang kau anggap istimewa! 🌱
1391582721273597954,975623376034123786,0,0,0,0,pagi petang malam melayan tiktok buto ah
1391582721168707585,1291635954411638784,0,0,0,0,ya Allah seokjin 😭😭
1391582720912809984,1195910767461036032,0,0,0,0,wambut
1391582720816345088,1297996561,0,0,0,0,Tak rasa mood nak raya pun hm
1391582720480796673,1388757420877357057,0,0,2,0,apa aku jual tutor lg
1391582720120164353,2195233806,0,0,0,0,Gabut pengen ke Kokas tapi mobil dipake semua
1391582719725883394,1145634977167491072,0,0,1,0,pagi bestie
1391582719168159752,1319684945305022467,0,0,0,0,ERA MAS BROMA QUE MI CULO SJJSEJHWHHFXBVXJK
1391582718773927938,1193487034637332480,0,0,2,0,q wea con jyp? por que todo mi tl dice que ripe0???
1391582718098501632,3011980380,0,0,0,0,tambay sa dagat woohoo
1391582717708361729,1390353909093257221,0,0,0,0,Masih bingung mau pakai muse jisoo atau seulgi..
1391582716781604871,1339073620778209282,0,0,2,0,Plis yg di fleets gw gemes bgt 😭💀
1391582716735361028,1356275614148218880,0,0,0,0,kalo akun ke log out sendiri itu kenapa
1391582716710117376,624785829,1,0,3,0,Kcg! Gmna perasaan klian klo udh dikasih kucing jantan trs tetiba 1 hari kmudin diambil lgi dan dituker dgn yg betiba?
1391582716039110660,447860602,0,0,0,0,Ih atuh ini mah gue beres2 rumah ah biar jam 3 udah selesai bisa nntn vlive nya
1391582715862872065,1344160559822905344,0,0,2,0,Coba ah:..QRT this tweet with your KTP+KK+signature+pic sidik jari mu..😈😈😈.(Coba2 curi data pribadi)
1391582715527401472,806807523491577856,0,0,0,0,Apa itu libur😌
1391582715426729984,1387079803539365888,0,0,0,0,"libur mudik sodara2 semua, miss my extra money #thr 🤣"
1391582714629738496,1360192281731420165,0,0,0,0,"Dah lah takda hasil, pemalas nak mampos pulak tu."
1391582714613043201,1382341356241129473,0,0,0,0,pgn dh pas gue bngun tdur nnti ad notif isi papnya jaehyun
1391582714264911875,196268521,0,0,0,0,Pembersihan TL............................................................................................................................................................................................................................3
1391582713921028097,1318131936322269184,0,0,0,0,"Dan kalau dia minta waktu untuk sendiri ya jangan di larang atau di kasi kesan seolah kamu ditinggalkan secara sepihak. Self Healing orang beda"" dan gabisa dijadiin sama rata :)"
1391582713665122308,1373635687853912068,0,0,0,0,Trimakasih byk  ya yg uda mau follow dan berteman dgn aku🙏😇.Yg ingin mau follow aku silakan ya dgn senang hati aku akan follow balek kalian jg ya ..Salam persahabatan tanpa batas 🙏😇🤗😊
1391582713627516935,1306113799955648513,0,0,0,0,Que resentida culiawwww😂
1391582713556004866,1220980401658712065,0,0,0,0,Hari ini jam berapasih?
1391582713543528452,985526791124201472,1,0,0,0,Malu usaria de polaina
1391582713237311492,2274694140,0,0,0,0,Dugaya pd aning sms oy
1391582711072972808,529165777,0,0,0,0,"Pengangguran ini bercita2 seperti tasya farasya ges, selama ramadhan beli lippen sampe 11 biji😔😔"
1391582710884229123,212134321,1,0,0,0,Wah hari ni lari berganti ganti sesyen ke majistret 🤣😭
1391582710544494594,1348238680213766147,0,0,0,0,"3hari lagi. Pasti akan ada orang yg tiba tiba ingin tau segala sesuatu tentang dirimu. Mulai dari pasangan, karir, tabungan, pendidikan, kehidupan, bahkan sampai hal tidak penting seperti harga pakaian yg sedang kamu pakai hari itu..Tidak usah dijawab, karena itu cuma basa basi."
1391582710506786822,46841238,0,0,0,0,Oh ternyata gembokan wkwkwk 🙈
1391582710104170496,59079005,0,0,0,0,Capek banget hidup pengen jadi unicorn aja
1391582709156249606,1085132917473329152,1,0,0,0,agak agak gimana gitu tapi nyebut asperger karena hans asperger ternyata nazi
1391582708791271425,1001084647,0,0,0,0,Baru bangun tidur kan biasanya masih ngantuk dan pengen leha-leha dulu tuh. Eh pas sekali melek liat ada paket ditaroh di atas tempat tidur langsung segar dong 😌
1391582708589944832,1391223780417019908,0,0,1,0,mood main twitter sekarang : 📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉📉
1391582708304777219,852227556,0,0,0,0,Bu yil to'qqizinchi mayda hamma xotira va qadrlash kuni bilan tabriklashdi. G'alaba bayrami bilan emas. Nimadir baribir ushlab turibdi.
1391582707398832131,808785019367890944,0,0,0,0,Baru kali ini anak muhammdiyah dipersulit. Padahal sama2 lebaran kan org muhamadiyah ini😒
1391582707126312967,952013598758506496,0,0,0,0,Wallahi idek what i’d do without my mama Alhamdulillah
1391582706924810244,1351010474926755847,0,0,4,0,Baru bangun 😎🤙
1391582706253795332,1379738647478460417,0,0,0,0,Lambang.[Ə].Huruf Latin: ê Fonetis: Vokal tengah tinggi.Pelafalan: Menang [mƏnaŋ]
1391582705905668096,1082133903861837825,0,0,0,0,Si ripeo jyp o es puro rollo ?
1391582705507307520,1165444580495568901,0,0,0,0,perdi 😳
1391582705364570117,1333921448927195136,0,0,0,0,baru bangun
1391582705146490880,1348559303175651328,0,0,0,0,"Tak hannya itu, kata dia, selama libur dn cuti bersma Lebaran presensi bekerj dari rumah ( WFH ) wajib untk dilakukan hingga 3 kali."
1391582705029054464,1327237247737860096,0,0,1,0,unh! yg dom jakbar cuddle yuk ntar malem? M22 can host
1391582704941125633,1158056476314931202,1,0,1,0,putaqpariu
1391582704844500997,866243177602088960,0,0,0,0,Input (Modal): RM 21.00 ..Output (Pulangan): RM 122.76..Net output (Pulangan bersih): RM 101.76..#KisahRempitMac2021
1391582704265613312,1001864330059513857,0,0,0,0,Blm bisa kmn2 sampe bbrp waktu ke depan..Lebaran tetep di kamar isolasi
1391582703934271490,2604244830,0,0,1,0,Kenapa yang berkeliaran vampire tuak semua? Padahal pengen liat yang muda-muda.
1391582703884152834,3160709855,0,0,0,0,Rikiyat hhhhhhhhhh
1391582703883984896,1181336145189208064,0,0,0,0,vibes hari ini happy banget ditemani we go up
1391582703741407232,1388735379679809540,0,0,1,0,hmm mau baca au erdmix yg sfr
1391582703653249025,1219955254436843520,0,0,0,0,bisa2nya ajg mimpi renhyuck dating beneran
1391582702965460994,962385805,0,0,0,1,"masih ditunggu, ini udah tgl 10 ga cair cair 😭"
1391582702965444614,1964365626,0,0,0,0,Kainit pota
1391582702202081281,1388310797059723271,0,0,1,0,Loh ada spac😆
1391582701644222464,1170332182490927104,0,0,0,0,Ni otak kuat banget nginget “something about that moment ”.Ngerti banget kalo itu gaboleh dilupain
1391582700910252032,1369209138870296577,0,0,1,0,bantu aku buat carrd dong 😞😞😞
1391582700738277380,1304236351286435845,0,0,2,0,siklusnya ; jadiin wl – dapet – blm nyampe rumah udah ga naksir
1391582700423680000,196500669,0,0,0,0,Repnya tar dulu ya mau ngedije bersama piring-piring dan panci kesayangan yg sudah menunggu😂
1391582700364992512,1387163178782511104,0,0,0,0,"Awali harimu dengan niat dan senyuman, karena mood selalu mempengaruhi harimu. 😁"
1391582700243341316,1296404144387891200,0,0,0,0,ETDAHHH MALU BET GUE
1391582700222304257,1203538172568715266,0,0,0,0,Gilaa!! Baru bangun jam 9.30 udah tau telat ngantor masih bisa2 nya ngetweet dulu hahah
1391582700025257985,1347819580807213056,0,0,0,0,"apa kamu tidak capek, menjalani hidup tanpa pake otak?"
1391582699953917953,1289954666025897985,0,0,1,0,tolong gua masih panik lem tembak gua tadi keluar api 😭😭 gua langsung jatohin ke lantai
1391582699656077312,2507267581,0,0,0,0,padahal ga melakukan aktivitas yg melelahkan tapi bisa sakit-_- ga ngerti lagi gua
1391582699480129538,1316889528687382528,0,0,0,0,perdikk
1391582699404419077,1277640790496309255,0,0,0,0,"Tahun ini masih dapet persenan, tahun depan ngasih 15 ponakam persenan yang ngasih min gocap/cepe wow stress dompet w"
1391582699282866179,75742974,0,0,0,0,otw pesen gofood deh ini
1391582699127676931,837685552031813632,0,0,0,0,ya tuhan naik lagi suhunya hdhshshs sad
1391582698334867456,1078529996879126534,0,0,0,0,sumpah kece kalian semua
1391582698293010434,1386446000068259840,0,0,0,0,"Dan hanya milik Allah kerajaan langit dan bumi. Dia mengampuni siapa yang Dia kehendaki, dan akan mengazab siapa yang Dia kehendaki. Dan Allah Maha Pengampun, Maha Penyayang. (QS. Al-Fath[48]: 14)   #BerjuangTegakkanSyariah  .⏱️💡. #9Zw6z"
1391582698150367232,1107147413364432896,0,0,5,0,Yaallah aku lupa kalau hari ini mulai puasa lagi MALAH MAU GORENG TELUR😭😭😔
1391582698087469059,856839291233644544,0,0,0,0,25 menit lgi ningning🥰🥰🥰🥰
1391582697928093700,1146676847117127680,0,0,0,0,Kayak kita tu udah di kasih tau kalo misal nih ujan2 an terus minum es itu bisa bikin demam tp kita nya ngeyel.
1391582697709924353,1371005019806334976,0,0,0,0,Moots ada yg join go aespa?
1391582697085186056,1362551384927858688,1,0,0,0,sofa&lt;bua til 2016-2017 playlista 🤝
1391582697026297863,962707142196121601,0,0,0,0,menuntut warisan hingga melontarkan kata perpisahan berat di otak berat dihati yg menimbulkan mental anak down its okay :)
1391582696921468928,1330355735260172288,0,0,2,0,"baru bgnn, itu beneran 1.71 ??? 😭😭😭"
1391582696602624001,134075395,0,0,0,0,"Jadi baiknya gimana nih pas MV keluar?..Langsung tonton aja, atau tahan sampe tanggal 11?"
1391582696447434753,967475428213407744,0,0,0,0,"Emng ngapa klo usaha gw begini?.Nanti gw sibuk ngitung duit, lu sibuk nyari kerja wkwkw"
1391582696409681921,1291740034761072641,0,0,0,0,Peruuut:(
1391582696082661377,358250170,0,0,0,0,An sha al-qunut.
1391582695952510980,1389922334581002242,0,0,5,0,Butuhh kang neng cv fast.#zonauang #zonaba
1391582695445057536,495510294,0,0,1,0,"bebersih sendal, kaliaja ntar pas lebaran ada yg ngajak jalan yakan."
1391582695382159362,1391565404821016580,1,0,0,0,sedangkan yang punya jerman kemarin udah pesta karena yah yang namanya dia panitia liganya jadi fix juara. emang bayern cocoknya main di ESL doang supaya ketemunya tim - tim kuat doang🤪
1391582695356989443,540625251,0,0,0,0,09.35 WIB #Tol_JORR_W2S Veteran - Ulujami - Pd Ranji - Serpong LANCAR. ; Serpong - Pd Ranji - Ulujami - Veteran LANCAR.
1391582694962647041,270399319,0,0,0,0,"Mau goreng tahu,.pas liat di panci kirain itu minyak taunya air gula 🥲🥲🥲🥲🥲 jadi manisan tahu ini mah"
1391582694857854976,1351823759896834054,0,0,1,0,Yg lain pada libur gue simulasi 😬😬
1391582693997965314,1182083694,0,0,0,0,Apehal harini haus semacam ni. Baru 10.30 wehhh.
1391582693536632835,1386142265236549635,0,0,0,0,"iseng chat bestie kek gini ""gw pamit ya"" liat reaksinya beberapa menit kemudian...."
1391582693104648196,1377241809751973890,1,0,0,0,hikhok.
1391582692613914631,1006901587036405761,0,0,1,0,"ANJIR ANJIR td w abis dari luar kan, trs pas sampe rumah langsung ganti daster donggg krn mau tiduran lg, trs gue ngerasa nafas w berat bgt trs kek sesek gttt susah dah nafasnya, ternyata gue masih pake masker anjggggggggg"
1391582692517453831,1280828705967730689,0,0,0,0,orang orang kok libur sampe juni anjrtt.
1391582692148342786,4110512660,0,0,0,0,nak inai lukiss hmmmm
1391582691829506052,1228524746322542592,1,0,2,0,"Pengen banget kalau pandemi udah berakhir (aamiinkan) abis itu pergi jalan-jalan, sehari aja cukup kok. Yang penting bisa piknik lagi buat ngilangin penat :("
1391582690801905664,890377948762472449,0,0,0,0,paras ng ulqm sinigang gang gang
1391582690713903105,1027119086570885120,0,0,0,0,Pokoke kudu misuh ben plong
1391582690042814465,1249192414675267584,0,0,0,0,memalukan
1391582689744936963,1389448543862067202,0,0,3,0,"shin! drop au kitashin fav kalian dongg, bebas mau pair sama siapa aja"
1391582689443020800,1291308490879688705,0,0,0,0,aduhh ga sabar bentar lagi teaser ningning keluar
1391582689338159106,1333279131090391041,0,0,0,0,"Gara gara pembahasan aneh di gc, tiap liat wajahnya jadi inget yg itu😭😭"
1391582687366836226,1308087666865401856,0,0,0,0,anyink dh ah
1391582687157129218,1284897434,0,0,2,0,"pagi pagi gini anak YJ udh pada overthinking, cape deh"
1391582687106723840,1262088253169004544,0,0,0,0,"Ngilangin kebiasaan yang udah dilakuin selama 7 tahun itu ga gampang, ini alasan knp aku tbtb sering galau:')"
1391582687064858624,1155801697014255616,0,0,0,0,Sumpah freebies belom nyampe ngehambat kerja bgt ;-;
1391582687052271620,79994320,0,0,0,0,Sekarang lagi trend cowok pake gamis panjang gitu terus bawahannya pake sepatunya Air Jordan ya.
1391582686741995522,1208962708214865920,0,0,1,0,Penis
1391582686494420998,1386498966066393088,0,0,0,0,ALHAMDULILLAH YAALLAH
1391582685731110913,1418207383,0,0,0,0,Pernah ga sih ga kenapa2 tp tiba2 gemezz ?? Ga tau yg digemesin ama tp gemezz banget ga ngerti woyy
1391582685621940225,2972004398,0,0,0,0,Mmg org kanan dia ni auto tak layan aku sbb aku nak resigned in a short time ye. Haha takpee
1391582685504544770,1268858943175974917,0,0,3,0,kpalaku mau mledak
1391582685043195908,1120257649533018112,1,0,0,0,"Ngga boleh cemburu,.Kalau dia milih yang lain itu hak dia,.Gak usah berharap lebih."
1391582684871237632,234323420,0,0,0,0,"Tidak semua orang baik terhadapmu, tapi anda jangan menghentikan kebaikan anda padanya."
1391582684334280709,747705556517982208,0,0,0,0,yaampun acc ini flop bgt
1391582684279836672,1385242992844296192,0,0,5,0,Pagi
