id,text
1389606395717160960,"O, Bulan berkah/ Dari Mu segala nikmat tumpah ruah/Para ahli ibadah &amp; peronda malam tampak cemas bila kelewat menyaksikan laila/ Sedang, aku pendosa selalu menemukannya di wajahmu tiap malamnya/ Aku bersaksi, malam ini sungguh bulan tdk bersinar terang kecuali dibasuh wajahmu"
1389606096080293892,"benerbener tiap hari takut, gelisah...😭"
1389605460961947655,"Ketika hati sedang gundah, gelisah dan dipenuhi dengan keputusasaan, ingatlah bahwa hanya kepada Tuhan kita mengadu."
1389604919863173124,cabrera okay ke tu? cemas saya tengok 😰
1389604695346274309,melody sedang gelisah gara-gara pelaku berinisial seo eunkwang.
1389604682939527169,"Ya gimana nanti :’), cemas aing semoga bisa kontrol emosi"
1389604505675698177,bighit emng gapunya mata mata army apa ya ??? supaya tau gelisah nya army 🥴
1389604279892135942,"Tidak banyak orang yang yakin akan doanya, tidak banyak pula orang yang setia menunggu dengan apa yang di doakan. Doa itu unik, ada harapan dan rasa, ada khawatir dan gelisah, ada tangis dan bahagia. Tapi akhir dari doa akan selalu yang terbaik untuk manusia."
1389603524372156425,"Kalo ortu terutama nyokap udah sakit tuh hati bawaanya ga tenang, gelisah, takut rasanya pen tukeran aja biar gue yg sakit 😭"
1389603357447188485,"Apasih senengnya jadi Purimons? ..Sial, dia gak tau aja gmn rasanya gelisah karena mahal momen, terus tiba-tiba dibikin engap sampe ngik-ngik karena satu acara bareng😭😭..ALIAS GATAU SYUTINGNYA KAPAN. TIBA-TIBA TAYANG AJA ITU ACARA 😭🤧"
1389602692608135180,Kenapa merasakan adanya trauma dan males utk berada dimomen dan berada di tempat itu ☹ cemas berlebih
1389602335555395593,Ada ga sih yg disini selalu merasa gelisah disetiap pertambahan usia?
1389602136183296000,"[cm] ikut organisasi kampus ternyata secapek ini ya 😭 ngga cuma capek fisik, tapi capek hati juga. aku tiap mau rapat selalu ketakutan, selalu cemas, selalu pengen nangis. pengen udahan tapi nyatanya nyerah lebih susah dr pd bertahan"
1389600992992268292,gue liatin terus haechan nyetir hati gue ga tenang kek gelisah gundah meleyot😭😭😭
1389599741403570186,Resah gelisah mengiringi
1389599158902804485,"Tadi jisung lagi nungguin aku, btw kita jg lagi berantem makanya muka dia agak gelisah gt"
1389597678514806786,"Kebahagiaan dan kesedihan bergerak dalam satu pintu,tak perlu cemas menghadapi proses kehidupan ini."
1389597664560390152,Untung di hape gw gak ada shopee/tokped dan saudara seperguruan lainnya jadi tenang gak  gelisah tiap cek M-Banking
1389596753360424966,Jangan membandingkan dirimu dengan orang lain. Iri hati hanya membuat jiwamu gelisah. Jadilah diri sendiri.
1389596167277748224,"SOALNYA LU BUAT GUA CEMAS, SKRG GUA HARUS PEDE..WKWKWK OKE GUE AKAN BUAT CEMAS LAGI. Selamat datang di 97, Fabio. &lt;3..game selesai temui gua di gang sebelah kita ribut di sana"
1389595432280420356,"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati"
1389595075760377858,"SOALNYA LU BUAT GUA CEMAS, SKRG GUA HARUS PEDE..WKWKWK OKE GUE AKAN BUAT CEMAS LAGI. Selamat datang di 97, Fabio. &lt;3"
1389594794607796228,"maaf ga kedengeran udah ada di puncak soalnya..SONGONG NI GUE LIAT-LIAT. KWKWKWKWKWK...SOALNYA LU BUAT GUA CEMAS, SKRG GUA HARUS PEDE"
1389594587316985862,aduh gue gelisah banget
1389594312791363587,"Jika hatimu sedih dan tak ada yang mendengarkan gelisah gundamu, cukup datang aja pada Allah, dia pasti ngerti apa yang ada di hatimu ..."
1389593736535941131,Udah cemas ngangjat telponnya
1389593614364200967,"Cemas sendiri, sedih sendiri, tidak memiliki tenang"
1389593074813136900,"tolong guys menangin, gua takut maju..WKWKWKWKKWKWKWK...CEMAS"
1389592473878417413,"Jika kamu resah &amp; gelisah adukan saja kepada RABB""mu dan bacalah Al-Qur'an agar hati jadi sejuk dan kurangi menyinyir terhadap orang lain #bowochallenge #iwartabowochallenge"
1389591361486163974,Aku membutuhkan adit bukan untuk stalking ataupun untuk hal hal aneh karena aku sendiri udah mulai belajar gak stalking cuma karena takut gangguan mental tambah memburuk walaupun masih merasa cemas dan merasa takut kalo gak stalking aku tahan supaya adit gak merasa terganggu
1389591082510344195,1 jam bangun 1 jam bangun ngde si gelisah kene kle cak sete poles dwg
1389590489448402944,"Gelisah, galau kalau seharian ga ada kabar.."
1389589613035982850,"Broh/sis berasa ga sih loe... Doeloe loe bisa denger tadarusan di tiap surau dan Masjid, berasa meriah dan hangatnya Ramadhan... Skrg masih kah loe denger suara anak anak tadarusan di Masjid, Mushalla, dan Surau... Smua karena kaum anti Toa gelisah, panas kuping mereka.."
1389589557797036035,gelisah y kalo g buka twit wkwkwk
1389588648757141507,"pernah jadi orang yang paling cemas, sebelum jadi orang yang paling ikhlas"
1389586858619805697,udh mulai cemas sm album b:c dan sh set ggu pack aku yg tak kunjung pulang😭🔫
1389585430350237701,"dulu tuh kalo tau ada orang yang ga suka sama aku, pasti uda langsung cemas, sedih, cari tau kenapa sampai ada orang yang gasuka."
1389585215941595140,"Meskipun aku diam tenang bagai ikan, tapi aku gelisah pula bagai ombak dalam lautan. - RUMI..#MCO3"
1389584858427531264,Uti demam pon aku dah sedih dan gelisah.. Apatah lagi si kenit nii demam haihhh laaa
1389584131156189188,Katanya abis sidang dpt tidur dgn tenang apaan anjir gw msh gelisah skrg
1389583942794182663,Harap2 cemas sampe mau nangis deh
1389583391360573445,Se cemas itukah gue? *nanya sama diri gue yg lain. Sampe dikirim rezeki punya temen yg baik. Terharu
1389583104277311494,"Percayalah, dia sangat mencintaimu..Hanya saja kau terlalu cemas akan kehilangan, karna kau sudah berkali2 jatuh 😌"
1389582831949467648,"hati yang gelisah adalah orang selalu mencari kesalahan orang lain, sampai lupa bahwa diri sendiri masih sering melakukan salah."
1389582534162276355,"Waktu akan terasa lambat bagi mereka yang menunggu, terlalu panjang bagi yang gelisah, dan terlalu pendek bagi yang bahagia. N #PojokMoveOn"
1389581418330615810,Gak pernah kelewat buat nguatin diri sendiri kalo rasa cemas yang di buat fikiran sendiri tu gak selalu terbukti bener...
1389581378728062977,Engas gini sih jd gelisah 😂😂 bulan puasa libido malah ningkat
1389581254803156992,Cemas aku kalo kucing sampe skrg blm pulang
1389581210028974083,"Lu tau gak sih ngab??.Dibalik diamnya gue saat lu bully;.Gue sedang merenung gimana caranya biar gue sekuat,selihai,sehebat,.dan seteliti ""Vincenzo Cassano""...Tapi jangan cemas gue setidaknya juga ngga cukup punya keberanian untuk ngbunuh kok..."
1389581166542393347,"Aku pernah menjadi orang paling cemas sebelum aku menjadi orang paling ihklas, aku juga pernah menjadi orang paling khawatir sebelum semuanya berakhir"
1389581162104844288,gelisah betul aku kalau seller yang selalu reply sepatas kilat tiba tiba tk reply macam ni. jangan scam i pls🙃
1389579593120587779,"Saya sedang berada di fase dimana saya cemas akan masa depan,tetapi kita harus fositif thinking serahkan dan percayakan semuanya kepada tuhan sembari ikhtiar dan berdoa agar mendapatkan hasil yang terbaik."
1389578909763588097,"Selama 3 tahun nyaman dgn kondisi seperti ini, dalam cemas bertanya tanya apakah beberapa hari kemudian semua akan berubah? I don't know, lagi lagi krisis kepercayaan diri😭"
1389578735590858757,"Ada 2 tipe manusia saat ini:.1. Orang yang sibuk berbelanja ke mall untuk lebaran..2. Orang yang sibuk membaca ""allahumma innaka 'afuwwun tuhibbul 'afwa fa'fu'anni"" dengan lirih, berusaha beribadah dengan maksimal semalaman, dan merasa gelisah karena ramadhan akan segera pergi."
1389576612153217027,"Tapi kmrn isu Sarri ke Roma agak membuat sy cemas dari pada Mou ke Roma. Sepertinya Sarri lebih cocok dengan Roma, melihat karakter bermain Roma beberapa musim terakhir yang ingin mengtiki takakan Serie A."
1389576070001659905,kok dri tdi ku ngrsa gelisah bgt y?
1389574811525865475,"dr kmrn tdr gaenak bgt, gelisah mulu bawaan nya cape🥴"
1389573731165491206,"Anjir lah, beberapa hari ini kek gabut bgt, jadi gelisah kok tugas ga muncul2😢😢.Biasanya hari senin/selasa udh ada tugas dan deadlinenya rabu/kamis -_-"
1389573644326637568,"kalian waktu baca au pernah gak sih sampai kebawa ke rl, maksudku suasananya, rasanya. .soalnya aku kok gini yaa 😭.mood ku jadi naik turun, ikut gelisah mulu. waktu baca au yang topik nya soal mental illness 🙁 hari-hari ku jadi gak tenang....dan sekarang aku takut."
1389572960743161857,Pernah gk sih ngerasain gelisah tapi gk tau sebabnya apa?
1389572556399648768,"kalo temen""ku sudah reply tweetku yg menganduy opini, aku cemas 🥵"
1389572428632772610,Nanem ijazah di sekolah ketika ingat gelisah
1389571635699621897,"Gak perlu cemas,ceritamu di tulis oleh penulis skenario terbaik"
1389571377234006020,hloo? wkwk udh lama ga jbjb mutual. akun ku mlah jd kliatan kyak bot rt ya😭 ..tbh akhir2 ini ak ngrasa cape. rasa cemas slalu tiba2 dteng tanpa sebab smpe ak mikir i hate myself even more. bhkan kmaren smpe di titik dmn pikiran nyakitin diri sndiri dteng ke otak ak
1389570923963904003,tuhkan mulai cemas
1389570800802418696,capek gelisah mulu
1389569422478626816,"gue deg degan, cemas tapi kaga tau kenapa"
1389569262545620992,tapi hatinya mah tetep gelisah walau mulut ngomong
1389567919290343434,ada tugas ngeluh ga ada tugas cemas-cemas heran
1389567502242304001,Lalap bilang jahat jahat tapi ga berubah:/ jadi gelisah sendiri
1389566616640262150,"Uts mk lain tuh kaya tenang-tenang aja, tapi kalo mk anvek rasa cemas menghantui."
1389566348854890501,gelisah bgt astaga
1389565816660631561,"Gegana, gelisah, speecheles entah apa penyebabnya :"""
1389565791067009024,Udah males bat kalo tiap hari bawaannya gelisah terus-terusan tanpa sebab
1389565276274925580,"tugas gua udh kelar semua dri kmren, tpi knp hati ini gelisah? merasa seperti sesuatu yg buruk akan tiba?! ......"
1389565054857605121,Biar ga gelisah gmn si🙂
1389564391331221506,"Jika sedang stres hindari makanan kafein dan soft drink karena menyebabkan gelisah, lekas marah, dan debaran jantung."
1389564157796642819,Anjingku dari tadi gelisah mulu😭😭 ini kenapa dah
1389563998236934147,Resah dan gelisah
1389563950392496129,"Mulai gelisah...Yg lain udh mulai sholat isya, gw ga khusyuk²,kucing makin deket..Akhirnya batal sholat buat ngusir kucing"
1389562269814587393,Notif yg bikin cemas itu notif line
1389562247043706880,"dirundung masalah ,..hati resah,..jiwa gelisah."
1389562134149754883,kenal aja kaga dah gelisah
1389561801193394184,"[Cm] Tolong tenangin aku teman2 ☹.Bilangin ""gakpapa"" kalo penelitian aku lama.""Its oke"" kalo belom juga nyusun skripsi.""Its oke"" kalo wisuda agak mundur dari rencana.Gakpapa kaan??? ☹.Mulai gelisah sendiri aku :(( penelitianku udah 5 bulan soalnya (+2 bln magang)😭"
1389561669316079620,Gelisah bgt milih gitar. Yang tau gitar akustik saran ke jog! Mending cort/yamaha? Bajet max 2.5jt
1389560737807228928,"Belakangan ini semua serba mendadak, mendadak seneng, mendadak sedih, mendadak cemas, mendadak santai, mendadak semangat, mendadak lesu, dll. Ga suka sebenernya sama semua yang dadakan, ya tapi mau gimana. Hahaha"
1389559382086623234,"Ketika “mengandalkan diri sendiri” adalah jawaban terbaik untuk melupakan amarah, cemas, dan kecewa"
1389559349622710272,"Gua gelisah banget kenapa ya, kurang ibadah kayanya.."
1389558580479619078,gmn ya masa cemas berkepanjangan ..
1389557604829908999,"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati"""
1389557446687920128,Ado yg gelisah krno gagal merusak struktur klrgo wong. Ktek guno nyombongi klrgo tiri kau. Kuliah aku msih sanggup sampe hri ini ortu aku yg bayar. Ktek ngaruh idk. Numpang minum makan edop aku? Idak kan. Prcma nyombongi kprgo kau. Msih sanggup ayah aku nepati ucapannyo.
1389557430455914496,"mungkin inikah yang dinamakan cinta, hati gembira rasa bila kau kata cinta, siang yang suram kini menjadi ceria, hati yang gelisah akhirnya kini menjadi bahagia"
1389555805486084099,"yaelah. .lihat aku war pd gk cemas..gk datang di TL gw,tp pd kirim doa bwt gw di DM an 😆😅😂"
1389553226949619713,"Moncler lagi naik daun, the north face harap harap cemas nih kyknya"
1389552495941218305,"Pernah dadi wong seng paling cemas, sampai akhirnya menjadi ora nggagas blas !"
1389551821614510083,Ya allah hilangkan lah rasa gelisah di hatiku.
1389551765775740934,"Stres berkepanjangan,depresi setiap malam,merasa gelisah,udah bangkit berkali kali tapi hasilnya zonk, merasa mengandalkan Tuhan tidak ada gunanya ? Hei!! Cobalah untuk ""menyerah'' :)"
1389551011186937866,Menurut kalian gimana jewel case apa photobook?.Gelisah akutuh:((
1389549729357385732,Tak seharusnya aku cemas perihal takdir. Sebab selembar daun pun Allah sudah atur akan jatuh kapan dan dimana
1389549525761724417,gila bisa gasi gausah bahas yearbook malem malem DUUHH mana belom gua urus excelnya kampret nyusahin tenan su..ADUH MAAP YH N WORD TP SUMPAH GUA UDH CEMAS BGT KALO NGURUS BEGINIAN kek pada bantuin aja😾👎🏻
1389548921781952514,"Nanti ketika kamu sudah bosan dengan yang baru, lalu kamu menengok ke belakang dan merasa bersalah padaku, kamu jangan sedikitpun gelisah. Percayalah, aku sudah memaafkanmu. Meski aku tak akan pernah menerimamu lagi."
1389548564217438209,"Rene menghela napas beratnya, dengan kuasa yang meraih gelas. Tak lama, Ia melempar gelas itu pada dinding. ..“Fuck off,” umpatnya yang mengundang sang Ibu berlari ke kamarnya. ..“Rene?! What’s—“ Sang Ibu nampak terkejut, juga cemas. ..“It’s okay, hanya terjatuh.”"
1389548446823112706,nahan mo pup dari pura dan itu ber jam jam😭 sampe ditanya sm yang duduk sebelah gua kenapa gelisah bgt
1389543936419581954,"""Tidak menyesali ataupun dendam/marah pada hal-hal yang sudah berlalu, dan tidak menaruh rasa cemas yang berlebihan akan masa mendatang, itulah ketenangan sejati"""
1389543660417556480,Memasing cemas pkp kah mcam mana? Nama je pkp tpi dia mcam biasa je nnt korang tgk lah nnt #kerajaanbebal
1389543390296018945,gelisah dan khawatir berlebihan
1389540316840177664,"Kalo kalian lagi takut atau perasaan gelisah, kalian ngapain?"
1389539625572749317,Hoo jadi itu masalahnya yang bikin gelisah dari hari Senin
1389538611771543554,"Sebagian besar anak muda yang akan super sukses di masa depan tidak menyadarinya, itu sebabnya mereka gelisah"
1389537407276568577,Sedikit cemas banyak kaldunyaa
1389536864327987206,"Selaluka cemas makan di warung pojok sendirian, nanti ketemu dan awkward kyk yang lalu2, walaupun kecil kemungkinanmi jg skrg iyya wkwkwk"
1389533052863348736,Ngidam yoongi tear r udah di level ✨ gelisah ✨
1389532538230607878,gelisuh gelisah misuh misuh
1389532249020723205,"Doge ni koin apa dahh, dipantengin disitu""aja dicuekin malah buat gelisah"
1389530300896604167,Siap2 harap2 cemas😅
1389529580038365194,Level tertinggi kangen adalah ketika kamu cemas tentang dia tanpa ada alasan yang jelas.
1389528814737186818,"Balik gawe tiba tiba hati deg deg an, perasaan cemas dan gak tau karena apa :(."
1389528357465825282,huhu sedih bgt thn kmrn lg sibuk voting yejin-hyunbin di tiktok sm harap harap cemas mrk menang di best actor actress skrg fav aq egk ada yg msk nominasi baeksang huhuhuhu takpe smangat
1389527918024413188,Sebab cemas ini adalah kamu.
1389527884461592576,Dan lagi tiba-tiba perasaan jadi deg deg an dan cemas tanpa tau karena apa :(.
1389527700444893184,Gw ga panik tp gw gelisah anjr
1389522815288807427,Ada yg bikin cemas ada yg bikin khawatir sampe gak bisa mikir apaan sih ini😖😖😖
1389522343433625603,"Kalo udah jodoh, .segala ragu pasti jadi utuh, .segala cemas pasti jadi"
1389521771448127492,[cm] ada yg punya ritual/tips biar bisa konsen dan ga cemas buat ngerjain skripsi?
1389520960953348097,"Halloo semua, saya dari jutaan cahaya jauhnya, melihat kejanggalan dari berbagai arah yang tak menentu, semua gelisah dalam nuansa sastra jiwa, yang terpanggul tinggi tak berwibawa, lihatlah semua orang bekumpul melihat orang bersendawa di bawah kejinya sang surya.- hahaha"
1389520299046047744,"dah males kerja , kalau udah sering ngerasain cemas"
1389519665400004609,"Hangat pelukmu yang menghapus segala gundah dan gelisah. Akan selalu kamu dan kamu yang ada dihatiku, mengalir dalam darah dinadiku ☺"
1389519556562010118,"Aduh mau fotoin situasi agak ga enak....Jadi,di depan gue ada ibu2 yg baru aja ditinggal meninggal sama suaminya. Lagi ditenangin sama suster,anaknya dua uda dateng,trus Adek gue restless banget noleh kanan kiri,gelisah gitu"
1389519479814516737,Cemas aja gatau knp
1389516652769910787,"Persiapkanlah dirimu kawan.Kita akan mengawal para penerus bangsa.Tujukan solidaritas kita..Siapkan diri dan nyali.Buanglah rasatakut dan juga cemas.Berdiri tegak, busungkan dada.BAKAR SEMANGAT API MEMBARAA..Ooo border wisuda (border wisuda).Kau takan terlupakannn"
1389516498113159171,"Hari ini energinya berat banget. Harus ke dokter, USG, lalu rontgen. Hasilnya baru ketahuan besok. Duh, cemas banget."
1389515441777700873,kebiasaan dichat sehari doang gadichat lgsg gelisah 🙃 YA TP MASA GUE CHAT DULUAN SI MUKA W MAU TARO MANA
1389515315894226947,"Kalo cowoknya sakit, sebenarnya cewek itu juga ngerasa sakit secara ga langsung. Perasaan nya pasti gak tenang dan gelisah. :')"
1389515055004327936,"Belum solat jadi gelisah, mau solat masih mager. Astaghfirullah"
1389514219473801217,Menunggu dengan cemas 😭😭😭
1389513914606661634,"Semua terasa begitu singkat dan untuk sekarang mulai takut untuk kehilangan,mulai merasa cemas dalam berbagai hal,entah bagaimana hal itu bila benar-benar terjadi"
1389513894243209218,kenapa kalo lagi cemas rasanya nyesek sakkit banget trs panas dingin
1389513776634941441,"Jika kamu mampu bersyukur atas apa yang telah Tuhan berikan untukmu, kamu tak akan cemas memikirkan apa yang bukan milikmu"
1389510866832220160,Pernah menjadi yang paling cemas hingga dipaksa harus menjadi yg paling ikhlas
1389509974024413187,"deg2an ih jadi gelisah gini, laper jugaa😭 bismillah yaa"
1389508478381686788,jangan cemas karma ada ko haduuuhzzzzz
1389507510780973056,"Skripsi tidak berbahaya. Tapi gelisah berlanjutan karena skripsi belum selesai, bisa berbahaya bagi jantung."
1389504697300443137,Orang yang gelisah dan takut dapat dilihat dari seringnya menyentuh wajah dan membunyikan jari-jari tangan.
1389502129337880576,cemas gak? cemas gak? cemas lah masa enggak😅
1389501462854602752,'Jujur saja semua orang di negara ini ingin anda mati di kursi listrik'..' Baiklah'..'Anda nggak takut?'..'Would it help?'..'Emang kalau aku cemas bisa beres masalah ini?'..(Bridge of Spies) #Insight #Waw!
1389499861850984448,"orang nampak kita tenang , happy macam takda problem sebab hanya satu senyuman yang kita lempar keluar tetapi sedih resah dan gelisah berjuta yang kita pendam sendiri , hanya kita yang tahu ."
1389498859777269763,anjir gelisah bgt hari ini kenapasi ya
1389498362836099076,"Gue tuh suka gini ya, deg degan dengan hal yang ga tentu, gue ga tau kenapa tapi rasanya gelisah banget. ANEHHH."
